id,name,img,tags,release,views,resources,download_url
24831,奇妙探险队2/官方中文/整合阿瓦隆高地DLC 完美学习版 [PC],https://imgtu.switch520.com/2021/11/23/4c80efa381bd7.jpg,"

PC游戏下载              
",2021-11-23T11:50:18+08:00, 4.45K,"
 
解压码/安装码 297417
天翼：https://cloud.189.cn/t/auaiaiBZzmyu
毒娘链接: https://pan.baidu.com/s/18OuABPoF2k7zF3jlJzg3uQ 
提取码: ggy8
",https://switch520.net/1363.html
24828,食人族菜肴/官方中文/本体+1.0.5整合版/[NSP-XCI][原版+魔改11.0.0],https://imgtu.switch520.com/2021/11/23/df09cf334c8c1.jpg,"

Switch游戏              

中文              
",2021-11-23T10:38:02+08:00, 3.13K,"
原版[13.1.0][NSP]
链接: https://pan.baidu.com/s/1v21NlcOgF_t0a3lv6qOVDQ 
提取码: itpa
————————————
魔改11.0.0整合[XCI] 
链接: https://pan.baidu.com/s/1KEvC9peYZFieBkFXinryXw 
提取码: nms2
————————————
原版本体直链下载:点我
原版升补直链下载:点我
[该游戏直链每天限流1TB 超出后会下载失败 第二天会重置流量]
————————————
直链最好用游戏区里的 超能多线程下载器 [传送门]   并稍微看下1秒教程 如果采用别的下载器 小容量游戏没问题 如果是稍微大型点的游戏有概率会出错 甚至出现需要账号和密码
",https://switch520.net/1359.html
24826,死亡之门/官方中文/本体+1.1.5b整合版/[NSP-XCI][原版+魔改11.0.0],https://imgtu.switch520.com/2021/11/23/40e6d4572b7bb.jpg,"

Switch游戏              

中文              
",2021-11-23T10:33:10+08:00, 6.75K,"
原版[13.1.0][NSP]
链接: https://pan.baidu.com/s/1I45bOfsv4KrhffGMxxVSJg 
提取码: nr8p
————————————
魔改11.0.0整合[XCI] 
链接: https://pan.baidu.com/s/1vnAmLrNrdnEQYCqsS57vjQ 
提取码: rsdh
————————————
原版本体直链下载:点我
原版升补直链下载:点我
[该游戏直链每天限流1TB 超出后会下载失败 第二天会重置流量]
————————————
直链最好用游戏区里的 超能多线程下载器 [传送门]   并稍微看下1秒教程 如果采用别的下载器 小容量游戏没问题 如果是稍微大型点的游戏有概率会出错 甚至出现需要账号和密码
",https://switch520.net/1357.html
24823,复活同盟 重制版/官方中文/本体+1.0.2整合版/[NSZ-XCI][冷饭],https://imgtu.switch520.com/2021/11/22/d7921a7f39324.jpg,"

Switch游戏              

中文              
",2021-11-22T21:18:17+08:00, 9.95K,"
 
[XCI]安装版
链接: https://pan.baidu.com/s/10UAVfEx_pO8JDL3SKVUlTQ 
提取码: bbcs
===========
[XCI]整合版
链接: https://pan.baidu.com/s/1c1OBYUJI3ENLwFvxijN3Xg
提取码: k6ck
==========
直链下载：点我[上传中]
",https://switch520.net/1353.html
24820,模拟农场22/官方中文/完美学习版,https://imgtu.switch520.com/2021/11/22/53f90e7603288.jpg,"

PC游戏下载              
",2021-11-22T20:44:40+08:00, 3.36K,"
 
 
毒娘链接: https://pan.baidu.com/s/1m_aJc0Vq8s5gBbTg_BHGjA 
提取码: hf8m
",https://switch520.net/1349.html
24818,狂野之心/官方中文/本体+1.1.0整合版/[NSP][原版],https://imgtu.switch520.com/2021/11/22/da5452d38b9a3.jpg,"

Switch游戏              

中文              
",2021-11-22T20:18:05+08:00, 6.25K,"
 
解压密码:switch520
 
毒娘
链接: https://pan.baidu.com/s/1j50_2QQ91K1QKxJJjIh2vw 
提取码: hv28
=================
直链下载：[1号包  2号包  3号包  4号包 ]
4个包同目录解压即可
",https://switch520.net/1347.html
24816,部落迁移/官方中文/[NSP-XCI][原版+魔改9.2.0],https://imgtu.switch520.com/2021/11/22/bdb0f63556b30.jpg,"

Switch游戏              

中文              
",2021-11-22T17:22:20+08:00, 6.18K,"
原版[11.0.1][NSP]
链接: https://pan.baidu.com/s/1oMQPnuhNhXHve0lmFjr-5g 
提取码: 3jgy
————————————
魔改9.2.0整合[XCI] 
链接: https://pan.baidu.com/s/12rmpZD61UsJN45kSXH-6FA 
提取码: piqh
————————————
原版本体直链下载:点我 
[该游戏直链每天限流1TB 超出后会下载失败 第二天会重置流量]
————————————
直链最好用游戏区里的 超能多线程下载器 [传送门]   并稍微看下1秒教程 如果采用别的下载器 小容量游戏没问题 如果是稍微大型点的游戏有概率会出错 甚至出现需要账号和密码
",https://switch520.net/1344.html
24814,暴徒猎手/官方中文/本体+1.0.5整合版/[NSP-XCI][原版+魔改9.2.0],https://imgtu.switch520.com/2021/11/22/fda749e7cbf3a.jpg,"

Switch游戏              

中文              
",2021-11-22T17:07:10+08:00, 8.62K,"
原版[11.0.1][NSP]
链接: https://pan.baidu.com/s/1QHV0OKmTkon22KFEmzV2Iw
提取码: 27i4
————————————
魔改11.0.0整合[XCI] 
链接: https://pan.baidu.com/s/1gHHTubSA42ogq1rRnovLFQ 
提取码: 2a6k
————————————
原版本体直链下载:点我
原版升补直链下载:点我
[该游戏直链每天限流1TB 超出后会下载失败 第二天会重置流量]
————————————
直链最好用游戏区里的 超能多线程下载器 [传送门]   并稍微看下1秒教程 如果采用别的下载器 小容量游戏没问题 如果是稍微大型点的游戏有概率会出错 甚至出现需要账号和密码
",https://switch520.net/1342.html
24812,11.22号-PC更新5部作品-官方中文/完美学习版,https://imgtu.switch520.com/2021/11/22/60a3dd4e4bd36.jpg,"

PC游戏下载              
",2021-11-22T13:02:38+08:00, 10.32K,"

风信楼（正式版-Build.7726697-11.17-完结）
解压码www.cmdw.top
天翼：https://cloud.189.cn/t/63Ub2yRFb22i
百度：https://pan.baidu.com/s/1iUbAeLxche-xCze1EEDZyg
提取码：f852
==========

恶梦～Nightmare～（Build.7741397+DLC）
解压码725158
天翼：https://cloud.189.cn/t/ieiI7rN3qUbu
百度：https://pan.baidu.com/s/1stBsSR_5SDa1dt46FUqdGw
提取码：5syn
======

深夜麻将（V1.2.1+DLC）
解压码533443
天翼：https://cloud.189.cn/t/a2eYNnZvMjmi
百度：https://pan.baidu.com/s/1WiDxNoO8TZrBrvkqaA1lHw
提取码：ofqa
=====

远古众神/Ancient Gods
解压码986843
天翼：https://cloud.189.cn/t/iuMJJrzqqeeq
百度：https://pan.baidu.com/s/1Ttfys-wronA6i6shPRC8ig
提取码：p42w
 
=====

猫不语（Build.7740975）
解压码566535
天翼：https://cloud.189.cn/t/Z7bQRvRvu6fu
百度：https://pan.baidu.com/s/1J-M3AYW71-7Ik5A2OQiEGA
提取码：hdjs
",https://switch520.net/1340.html
22149,了不起的修仙模拟器/整合1.211+武当仙踪+竹林深处-整合热门MOD+合·欢宗/完美学习版,https://imgtu.switch520.com/2021/09/05/904f59cce8294.jpg,"

PC游戏下载              
",2021-11-22T12:50:19+08:00, 24.62K,,https://url75.ctfile.com/f/34128475-521527302-76b548
24807,坂上台风 正式版/日文/[NSP-XCI][原版+魔改10.2.0],https://imgtu.switch520.com/2021/11/22/7970699941b61.png,"

Switch游戏              
",2021-11-22T10:58:57+08:00, 2.13K,"
原版[12.1.0][NSP]
链接: https://pan.baidu.com/s/1Eh3hCa9KzeN6OiKWH5Kw6g 
提取码: 8adv
————————————
魔改10.2.0整合[XCI] 
链接: https://pan.baidu.com/s/1tv1FJ4-x-M6eE-A_5ERR9Q
提取码: inrr
————————————
原版本体直链下载:点我[上传中]
[该游戏直链每天限流1TB 超出后会下载失败 第二天会重置流量]
————————————
直链最好用游戏区里的 超能多线程下载器 [传送门]   并稍微看下1秒教程 如果采用别的下载器 小容量游戏没问题 如果是稍微大型点的游戏有概率会出错 甚至出现需要账号和密码
",https://switch520.net/1338.html
5603,螃蟹大战/官方中文/本体+1.23整合版/[NSP-XCI][原版+魔改10.2.0],https://imgtu.switch520.com/2021/11/22/d69bc1a018c84.jpg,"

Switch游戏              

中文              

升补/DLC              
",2021-11-22T10:50:10+08:00, 5.74K,"
原版[13.1.0][NSP]
链接: https://pan.baidu.com/s/1pDyTTIc0qzZoNQ412qWfpA
提取码: nswi
————————————
魔改11.0.0整合[XCI] 
链接: https://pan.baidu.com/s/1OkVGsubvY7eJoRHqkTAtfQ 
提取码: uzsc
————————————
原版本体直链下载:点我
原版升补直链下载:点我
[该游戏直链每天限流1TB 超出后会下载失败 第二天会重置流量]
————————————
直链最好用游戏区里的 超能多线程下载器 [传送门]   并稍微看下1秒教程 如果采用别的下载器 小容量游戏没问题 如果是稍微大型点的游戏有概率会出错 甚至出现需要账号和密码
",https://switch520.net/1336.html
12483,下一站江湖Ⅰ 惊风苍隐录-卷雪苍隐传/官方中文/最新完美学习版,https://imgtu.switch520.com/2021/11/21/3dd5c84b2b445.jpg,"

PC游戏下载              
",2021-11-21T11:50:30+08:00, 16.01K,,https://url75.ctfile.com/f/34128475-521441783-f6dbbe
24798,小白兔电商/官方中文/完美学习版[PC],https://imgtu.switch520.com/2021/11/21/dfbb80daa7def.jpg,"

PC游戏下载              
",2021-11-21T11:42:59+08:00, 8.47K,"
解压码/安装码 488111
天翼：https://cloud.189.cn/t/AvquEnvm6Ff2
链接: https://pan.baidu.com/s/1KxF4N0HsVor9R3f9tEqhHw 
提取码: 1s3k
",https://switch520.net/1332.html
14062,安琪莉可/官方中文/本体+1.0.1+18DLC整合版/[NSP-XCI][原版+魔改10.2.0],https://imgtu.switch520.com/upload/art_editor/20210521-1/4735ee197df5a70941e6751c37185063.jpg,"

Switch游戏              

中文              

升补/DLC              
",2021-11-21T11:29:07+08:00, 9.46K,"
原版[12.0.2][NSP]
链接: https://pan.baidu.com/s/1PshTihpUOChJTEjN64MB1g
提取码: jumw
————————————
魔改10.2.0整合[XCI] 
链接: https://pan.baidu.com/s/1zSO3o_dkGkrRUFqunVQPqQ 
提取码: ak9a
————————————
魔改整合版直链下载:点我[上传中]
[该游戏直链每天限流1TB 超出后会下载失败 第二天会重置流量]
————————————
直链最好用游戏区里的 超能多线程下载器 [传送门]   并稍微看下1秒教程 如果采用别的下载器 小容量游戏没问题 如果是稍微大型点的游戏有概率会出错 甚至出现需要账号和密码
",https://switch520.net/1330.html
24621,Root/英文版/本体+2DLC整合版[NSP-XCI][原版+魔改11.0.0],https://imgtu.switch520.com/2021/11/17/5a9e49009c7b1.jpg,"

Switch游戏              

升补/DLC              

英文              
",2021-11-21T10:50:56+08:00, 5.01K,"
原版[13.1.0][NSP]
链接: https://pan.baidu.com/s/1tQ1hFat85ESNToaEunEeQA 
提取码: hn5h
 
2DLC
链接: https://pan.baidu.com/s/1768gmYzD-BNpgvojMtiMHA
提取码: 3au1
 
 
————————————
魔改11.0.0整合[XCI] 
链接: https://pan.baidu.com/s/1fIJTQleUFBML_DrBVpDzrA 
提取码: 73qu
————————————
原版本体直链下载:点我 
DLC直链下载:  [1DLC    2DLC]
[该游戏直链每天限流1TB 超出后会下载失败 第二天会重置流量]
————————————
直链最好用游戏区里的 超能多线程下载器 [传送门]   并稍微看下1秒教程 如果采用别的下载器 小容量游戏没问题 如果是稍微大型点的游戏有概率会出错 甚至出现需要账号和密码
",https://switch520.net/1177.html
24789,魔鬼挑战 汉字馆 小学1-6年级/日文/[NSP],https://imgtu.switch520.com/2021/11/21/64ce78c74d2e3.jpg,"

Switch游戏              
",2021-11-21T10:46:31+08:00, 3.07K,"
 
 
 
毒娘链接: https://pan.baidu.com/s/16xig7zA1j5LFELOMv11mpQ 
提取码: 56fb
==========
1年纪直链下载:点我
2年纪直链下载:点我
3年纪直链下载:点我
4年纪直链下载:点我
5年纪直链下载:点我
6年纪直链下载:点我
格雷科的鬼影挑战 直链下载:点我
",https://switch520.net/1325.html
22264,索尼克缤纷色彩 终极版/中文/本体+1.0.6+6DLC整合版/[NSP-XCI][原版+魔改10.2.0],https://imgtu.switch520.com/2021/09/04/84658b7f162cd.jpg,"

Switch游戏              

中文              

升补/DLC              
",2021-11-20T21:20:06+08:00, 27.45K,"
原版[13.1.0][NSP]
链接: https://pan.baidu.com/s/1DgNvL1YGX9RGkQWBXp8noQ
提取码: 5wrt
 
 
————————————
魔改10.2.0整合[XCI] 
链接: https://pan.baidu.com/s/1Z3LOwodIN8ls8ePbIY-96w 
提取码: cgvf
————————————
1.0.6+6DLC整合版魔改10.2.0整合直链下载:点我[上传中]
1.0.4+6DLC整合版魔改10.2.0整合直链下载:点我
1.0.4整合版魔改10.2.0整合直链下载:点我
1.0.2整合版魔改10.2.0整合直链下载:点我
————————————
直链最好用游戏区里的 超能多线程下载器 [传送门]   并稍微看下1秒教程 如果采用别的下载器 小容量游戏没问题 如果是稍微大型点的游戏有概率会出错 甚至出现需要账号和密码
",https://switch520.net/683.html
24785,嘿~嘿~2部曲/官方中文/完美学习版,https://imgtu.switch520.com/2021/11/20/7dff16655e8a7.jpg,"

PC游戏下载              
",2021-11-20T18:25:50+08:00, 27.68K,,https://url75.ctfile.com/f/34128475-521378718-9a0244
24783,11.20号-PC更新6部作品-官方中文/完美学习版,https://imgtu.switch520.com/2021/11/20/cbae463a2fd17.jpg,"

PC游戏下载              
",2021-11-20T18:08:51+08:00, 12.09K,"

笼中窥梦/Moncage
解压码565279
天翼：https://cloud.189.cn/t/jy6nieIbi6vi
百度：https://pan.baidu.com/s/1HfCIxZqTAOC8tPfNswMjfg
提取码：8bvn
======

酒馆带师/Tavern Master（Build.7732164）
解压码227615
天翼：https://cloud.189.cn/t/eayqeiBrIfia
百度：https://pan.baidu.com/s/1IVw8HihnAMV0XQLC9S86WQ
提取码：8qj1
======

3分英雄/3 Minute Heroes（Build.7655442-豪华版+DLC全英雄）
解压码137586
天翼：https://cloud.189.cn/t/BfqUF3fIJfQz
百度：https://pan.baidu.com/s/1-rBEaJYc8HerXuKdudOMnQ
提取码：dntk
======

前辈的召唤：威福战/Call of Senpai: Waifu Warfare（V1.20）
解压码699699
天翼：https://cloud.189.cn/t/2Q3qEbqaURfi
百度：https://pan.baidu.com/s/14PEr6oZibBegfiep-zGXVw
提取码：1o4f
=====

异界转生 这次变成了传说中的勇者呢（受）（V1.0）
解压码393292
天翼：https://cloud.189.cn/t/raIJR3quiAr2
百度：https://pan.baidu.com/s/1zj4vi2aOdjZCPGRcECgSwQ
提取码：zhny
=====

樱花森林女孩3/Sakura Forest Girls 3（V1.0+DLC）
解压码851448
天翼：https://cloud.189.cn/t/f6zQBvbiAVrq
百度：https://pan.baidu.com/s/1Z6Pw14ql8HP-HmTidh9mAQ
提取码：kpx2
======
",https://switch520.net/1320.html
24210,极限竞速 地平线5/官方中文/顶级版/[更新终极稳定补丁]整合全DLC完美学习版,https://imgtu.switch520.com/2021/11/06/6ed04e0ddb335.jpg,"

PC游戏下载              
",2021-11-20T16:50:53+08:00, 77.8K,"
解压码/安装码 914437
天翼：https://cloud.189.cn/t/JbYV7fjQBNre
链接: https://pan.baidu.com/s/1LyjaoSdud0g1qAgLZArUeQ 
提取码: wbq8
============
 
",https://switch520.net/855.html
24780,热力纳斯卡无限版/英文版/本体+1.0.2升补/[NSP][原版],https://imgtu.switch520.com/2021/11/20/a7578e5d8c577.jpg,"

Switch游戏              

英文              
",2021-11-20T14:00:00+08:00, 4.45K,,
24778,柔软战士/中文/本体+1.2.2+72DLC整合版/[XCI][原版+魔改10.2.0],https://imgtu.switch520.com/2021/11/20/86ca91b4ad24c.jpg,"

Switch游戏              

中文              
",2021-11-20T13:53:20+08:00, 4.55K,"
 
 
原版整合[13.0.0][XCI]
链接: https://pan.baidu.com/s/1jzbsUO2J8DxsN-R9hbRa5Q 
提取码: 383b
————————————
魔改10.2.0整合[XCI] 
链接: https://pan.baidu.com/s/1crd1cYARjrARkQLTV3WkRA 
提取码: cn9d
————————————
原版本体直链下载:点我 
[该游戏直链每天限流1TB 超出后会下载失败 第二天会重置流量]
————————————
直链最好用游戏区里的 超能多线程下载器 [传送门]   并稍微看下1秒教程 如果采用别的下载器 小容量游戏没问题 如果是稍微大型点的游戏有概率会出错 甚至出现需要账号和密码
",https://switch520.net/1317.html
22105,生命运动户外挑战/英文版/本体+1.3.0整合版[NSP-XCI][原版+魔改10.2.0],https://imgtu.switch520.com/2021/09/04/7313319369585.jpg,"

Switch游戏              

升补/DLC              

英文              
",2021-11-20T13:36:43+08:00, 7.33K,"
原版[13.0.0][NSP]
链接: https://pan.baidu.com/s/1KTKDu1N5pvgPbTYXsnnGcQ 
提取码: 3623
————————————
魔改10.2.0整合[XCI] 
链接: https://pan.baidu.com/s/1qQoUbSPVulr73fjTLlkhAg 
提取码: qn3t
————————————
原版本体直链下载:点我
原版升补直链下载:点我
[该游戏直链每天限流1TB 超出后会下载失败 第二天会重置流量]
————————————
直链最好用游戏区里的 超能多线程下载器 [传送门]   并稍微看下1秒教程 如果采用别的下载器 小容量游戏没问题 如果是稍微大型点的游戏有概率会出错 甚至出现需要账号和密码
",https://switch520.net/1315.html
23350,今宵邪灵夜/官方中文/本体+1.1.3升补[NSP][原版],https://imgtu.switch520.com/2021/10/15/19a015df9114a.jpg,"

Switch游戏              

中文              

升补/DLC              
",2021-11-20T13:30:53+08:00, 21.19K,"
原版[13.1.0][NSP]
链接: https://pan.baidu.com/s/1Q2HtZq1TClRbpX9VV0eOSg 
提取码: csav
 
原版本体直链下载:点我 
原版升级补丁直链下载：点我
[该游戏直链每天限流1TB 超出后会下载失败 第二天会重置流量]
————————————
直链最好用游戏区里的 超能多线程下载器 [传送门]   并稍微看下1秒教程 如果采用别的下载器 小容量游戏没问题 如果是稍微大型点的游戏有概率会出错 甚至出现需要账号和密码
",https://www.switch520.net/352.html
